review,rating,title,polarity,subjectivity,sentiment,feature,similarity score
"Fantastic app, it changed my way to workout in the swimming pool. It’s less expensive than others with plenty of workouts for all kinds of swimmers. Helpful and friendly customer service too.
I would just improve the Apple Watch layout when working out because the top section gets covered by the watch time and water lock sign, so you miss out some info the app displays. 
I also find the pace at which the beginner repetitions are set to be too fast, sometimes I have to pause the workout to be able to catch up. I think it would be great if it could be possible to set our own pace or just have more seconds since it’s for beginners.
However, still a great app and still 5 stars.",5,"Amazing app, some improvements needed",0.3340277777777778,0.6576388888888889,positive,personal AI coach,0.32577386
"Fantastic app, it changed my way to workout in the swimming pool. It’s less expensive than others with plenty of workouts for all kinds of swimmers. Helpful and friendly customer service too.
I would just improve the Apple Watch layout when working out because the top section gets covered by the watch time and water lock sign, so you miss out some info the app displays. 
I also find the pace at which the beginner repetitions are set to be too fast, sometimes I have to pause the workout to be able to catch up. I think it would be great if it could be possible to set our own pace or just have more seconds since it’s for beginners.
However, still a great app and still 5 stars.",5,"Amazing app, some improvements needed",0.3340277777777778,0.6576388888888889,positive,guided workouts,0.44118458
"Fantastic app, it changed my way to workout in the swimming pool. It’s less expensive than others with plenty of workouts for all kinds of swimmers. Helpful and friendly customer service too.
I would just improve the Apple Watch layout when working out because the top section gets covered by the watch time and water lock sign, so you miss out some info the app displays. 
I also find the pace at which the beginner repetitions are set to be too fast, sometimes I have to pause the workout to be able to catch up. I think it would be great if it could be possible to set our own pace or just have more seconds since it’s for beginners.
However, still a great app and still 5 stars.",5,"Amazing app, some improvements needed",0.3340277777777778,0.6576388888888889,positive,1000+ swim workouts,0.27756977
"Fantastic app, it changed my way to workout in the swimming pool. It’s less expensive than others with plenty of workouts for all kinds of swimmers. Helpful and friendly customer service too.
I would just improve the Apple Watch layout when working out because the top section gets covered by the watch time and water lock sign, so you miss out some info the app displays. 
I also find the pace at which the beginner repetitions are set to be too fast, sometimes I have to pause the workout to be able to catch up. I think it would be great if it could be possible to set our own pace or just have more seconds since it’s for beginners.
However, still a great app and still 5 stars.",5,"Amazing app, some improvements needed",0.3340277777777778,0.6576388888888889,positive,technique video library,0.9396312
"Fantastic app, it changed my way to workout in the swimming pool. It’s less expensive than others with plenty of workouts for all kinds of swimmers. Helpful and friendly customer service too.
I would just improve the Apple Watch layout when working out because the top section gets covered by the watch time and water lock sign, so you miss out some info the app displays. 
I also find the pace at which the beginner repetitions are set to be too fast, sometimes I have to pause the workout to be able to catch up. I think it would be great if it could be possible to set our own pace or just have more seconds since it’s for beginners.
However, still a great app and still 5 stars.",5,"Amazing app, some improvements needed",0.3340277777777778,0.6576388888888889,positive,apple health,0.8572936
"Fantastic app, it changed my way to workout in the swimming pool. It’s less expensive than others with plenty of workouts for all kinds of swimmers. Helpful and friendly customer service too.
I would just improve the Apple Watch layout when working out because the top section gets covered by the watch time and water lock sign, so you miss out some info the app displays. 
I also find the pace at which the beginner repetitions are set to be too fast, sometimes I have to pause the workout to be able to catch up. I think it would be great if it could be possible to set our own pace or just have more seconds since it’s for beginners.
However, still a great app and still 5 stars.",5,"Amazing app, some improvements needed",0.3340277777777778,0.6576388888888889,positive,nutrition,0.9459715
"Fantastic app, it changed my way to workout in the swimming pool. It’s less expensive than others with plenty of workouts for all kinds of swimmers. Helpful and friendly customer service too.
I would just improve the Apple Watch layout when working out because the top section gets covered by the watch time and water lock sign, so you miss out some info the app displays. 
I also find the pace at which the beginner repetitions are set to be too fast, sometimes I have to pause the workout to be able to catch up. I think it would be great if it could be possible to set our own pace or just have more seconds since it’s for beginners.
However, still a great app and still 5 stars.",5,"Amazing app, some improvements needed",0.3340277777777778,0.6576388888888889,positive,track your swims,0.58821166
"Fantastic app, it changed my way to workout in the swimming pool. It’s less expensive than others with plenty of workouts for all kinds of swimmers. Helpful and friendly customer service too.
I would just improve the Apple Watch layout when working out because the top section gets covered by the watch time and water lock sign, so you miss out some info the app displays. 
I also find the pace at which the beginner repetitions are set to be too fast, sometimes I have to pause the workout to be able to catch up. I think it would be great if it could be possible to set our own pace or just have more seconds since it’s for beginners.
However, still a great app and still 5 stars.",5,"Amazing app, some improvements needed",0.3340277777777778,0.6576388888888889,positive,training statistics overview,0.94745743
"Finally a swim app that looks great and provides superb workouts. The recent addition of the swims and sprints feature has been very well received, and keeps you motivated to archive a goal distance. It would be fun to have additional functions like “create your own workout” or ‘random workout’. 

Overall, I am extremely impressed with the app and the integration with apple watch, functionally it is great. Having some extra metrics would be cool and badges on the profile, but this isn’t a priority. Thumbs up from me and 5 stars.",5,A brilliant app,0.35,0.5769230769230769,positive,personal AI coach,0.94544774
"Finally a swim app that looks great and provides superb workouts. The recent addition of the swims and sprints feature has been very well received, and keeps you motivated to archive a goal distance. It would be fun to have additional functions like “create your own workout” or ‘random workout’. 

Overall, I am extremely impressed with the app and the integration with apple watch, functionally it is great. Having some extra metrics would be cool and badges on the profile, but this isn’t a priority. Thumbs up from me and 5 stars.",5,A brilliant app,0.35,0.5769230769230769,positive,guided workouts,0.8974164
